ID	Name	Genes	Length
4601	GO:1900189 positive regulation of cell adhesion involved in single-species biofilm formation	orf19.798;orf19.5908;orf19.6506;orf19.1526;orf19.1035;orf19.723;orf19.6824;orf19.6781;orf19.1093;orf19.1718;orf19.2012;orf19.3434;orf19.4369;orf19.6182;orf19.978;orf19.5001;orf19.4766;orf19.3854;orf19.3193;orf19.1971;orf19.7441;orf19.6000;orf19.3476;orf19.255;orf19.7317;orf19.4767;orf19.3912;orf19.7371;orf19.7561;orf19.2356;orf19.3301;orf19.5924;orf19.4062;orf19.4866;orf19.3187;orf19.6124;orf19.2331;orf19.7521;orf19.3127;orf19.1607;orf19.7583;orf19.4961;orf19.5871;orf19.6514;orf19.3252;orf19.3969;orf19.5392;orf19.4670;orf19.7319;orf19.7381;orf19.5312;orf19.6680;orf19.5975;orf19.4225;orf19.6563	55
4602	GO:1900190 regulation of single-species biofilm formation	orf19.5994;orf19.3617;orf19.971;orf19.6798;orf19.798;orf19.5908;orf19.696;orf19.2711.1;orf19.5219;orf19.723;orf19.5148;orf19.1693;orf19.1490;orf19.4941;orf19.191;orf19.2164.1;orf19.2277;orf19.7523;orf19.1760;orf19.1451;orf19.3794;orf19.896;orf19.6044;orf19.6109;orf19.2127;orf19.4998;orf19.2356;orf19.1429;orf19.7001;orf19.3127;orf19.4884;orf19.4056;orf19.4433;orf19.4909;orf19.5940;orf19.4892;orf19.1358;orf19.2119;orf19.610	39
4604	GO:1900192 positive regulation of single-species biofilm formation	orf19.2711.1;orf19.5219;orf19.1693;orf19.1490;orf19.4941;orf19.191;orf19.1451;orf19.6044;orf19.6109;orf19.1429;orf19.4056;orf19.4909;orf19.1358	13
4609	GO:1900231 regulation of single-species biofilm formation on inanimate substrate	orf19.5994;orf19.3617;orf19.971;orf19.798;orf19.5908;orf19.696;orf19.2711.1;orf19.5219;orf19.723;orf19.5148;orf19.1693;orf19.1490;orf19.4941;orf19.191;orf19.2164.1;orf19.2277;orf19.7523;orf19.1760;orf19.1451;orf19.3794;orf19.896;orf19.6044;orf19.2127;orf19.4998;orf19.2356;orf19.1429;orf19.3127;orf19.4884;orf19.4056;orf19.4433;orf19.4909;orf19.4892;orf19.1358;orf19.2119;orf19.610	35
4610	GO:1900233 positive regulation of single-species biofilm formation on inanimate substrate	orf19.2711.1;orf19.5219;orf19.1693;orf19.1490;orf19.4941;orf19.191;orf19.1451;orf19.6044;orf19.1429;orf19.4056;orf19.4909;orf19.1358	12
4612	GO:1900239 regulation of phenotypic switching	orf19.5078;orf19.6670;orf19.7491;orf19.5992;orf19.2972;orf19.5148;orf19.1093;orf19.2277;orf19.5498;orf19.6713;orf19.1760;orf19.2154;orf19.1934;orf19.467;orf19.1871;orf19.4972;orf19.3845;orf19.2843;orf19.3127;orf19.4884;orf19.7381;orf19.2099;orf19.1721;orf19.4892;orf19.3201;orf19.7115;orf19.2606;orf19.610;orf19.10708	29
4614	GO:1900241 positive regulation of phenotypic switching	orf19.5992;orf19.5148;orf19.1093;orf19.5498;orf19.1760;orf19.467;orf19.4972;orf19.3127;orf19.4884;orf19.7115;orf19.610	11
4615	GO:1900247 regulation of cytoplasmic translational elongation	orf19.2018;orf19.4173;orf19.5678;orf19.2191;orf19.1124.2;orf19.5207;orf19.839;orf19.3759;orf19.7387;orf19.6873.1;orf19.3426;orf19.6676	12
4623	GO:1900376 regulation of secondary metabolite biosynthetic process	orf19.4015;orf19.1623;orf19.2886;orf19.5416;orf19.4800;orf19.799;orf19.2277;orf19.6109;orf19.844;orf19.3995;orf19.1636;orf19.6091;orf19.469;orf19.3964;orf19.4222	15
4625	GO:1900378 positive regulation of secondary metabolite biosynthetic process	orf19.4015;orf19.2886;orf19.4800;orf19.799;orf19.6109;orf19.3995;orf19.6091;orf19.4222	8
4630	GO:1900407 regulation of cellular response to oxidative stress	orf19.2040;orf19.5643;orf19.7611;orf19.5180;orf19.2825	5
4633	GO:1900429 negative regulation of filamentous growth of a population of unicellular organisms	orf19.3672;orf19.1666;orf19.2646;orf19.6798;orf19.7221;orf19.7475;orf19.7625;orf19.2444;orf19.829;orf19.4044;orf19.7491;orf19.1032;orf19.3557;orf19.2747;orf19.5992;orf19.454;orf19.5377;orf19.1718;orf19.2808;orf19.2823;orf19.5729;orf19.4941;orf19.3752;orf19.7611;orf19.4829;orf19.4208;orf19.5241;orf19.6173;orf19.1973;orf19.3190;orf19.7622;orf19.1944;orf19.1960;orf19.2146;orf19.6109;orf19.7150;orf19.1934;orf19.132;orf19.4308;orf19.1429;orf19.3523;orf19.1773;orf19.5097;orf19.4590;orf19.1476;orf19.2443;orf19.5389;orf19.3328;orf19.3969;orf19.895;orf19.5234;orf19.779;orf19.4892;orf19.6515;orf19.1936;orf19.6239	56
4634	GO:1900430 positive regulation of filamentous growth of a population of unicellular organisms	orf19.7247;orf19.971;orf19.5672;orf19.3256;orf19.829;orf19.5908;orf19.3080;orf19.5548;orf19.7359;orf19.2886;orf19.6506;orf19.1526;orf19.6010;orf19.6953;orf19.5381;orf19.1822;orf19.4698;orf19.4235;orf19.1035;orf19.1396;orf19.723;orf19.5251;orf19.4084;orf19.5148;orf19.1093;orf19.1490;orf19.3823;orf19.2823;orf19.4649;orf19.6667;orf19.2280;orf19.5133;orf19.6182;orf19.4800;orf19.1187;orf19.4448;orf19.1426;orf19.3949;orf19.2277;orf19.7516;orf19.6494;orf19.1973;orf19.5537;orf19.206;orf19.505;orf19.1944;orf19.2272;orf19.921;orf19.7523;orf19.6028;orf19.1760;orf19.6985;orf19.4318;orf19.6913;orf19.4772;orf19.2623;orf19.896;orf19.6044;orf19.1621;orf19.5343;orf19.7672;orf19.5200;orf19.5181;orf19.1759;orf19.7068;orf19.5917;orf19.4998;orf19.2447;orf19.5657;orf19.2693;orf19.3188;orf19.7561;orf19.3174;orf19.4972;orf19.5031;orf19.4346;orf19.3523;orf19.1685;orf19.4866;orf19.6124;orf19.4890;orf19.390;orf19.6645;orf19.5105;orf19.4615;orf19.6760;orf19.6936;orf19.4884;orf19.2315;orf19.7025;orf19.7136;orf19.4961;orf19.1255;orf19.5871;orf19.5110;orf19.3969;orf19.7436;orf19.6203;orf19.3345;orf19.5530;orf19.4056;orf19.6871;orf19.6091;orf19.469;orf19.2215;orf19.4997;orf19.4242;orf19.7610;orf19.3014;orf19.4433;orf19.3840;orf19.3366;orf19.4909;orf19.2180;orf19.3207;orf19.1133;orf19.6309;orf19.7374;orf19.6563;orf19.1358;orf19.4403;orf19.5843;orf19.2119;orf19.2606;orf19.1936;orf19.610	126
4635	GO:1900431 regulation of filamentous growth of a population of unicellular organisms in response to heat	orf19.7475;orf19.505;orf19.1944;orf19.921;orf19.1760;orf19.1621;orf19.5871;orf19.895;orf19.4909	9
4637	GO:1900433 positive regulation of filamentous growth of a population of unicellular organisms in response to heat	orf19.505;orf19.921;orf19.1760;orf19.1621;orf19.5871;orf19.4909	6
4638	GO:1900434 regulation of filamentous growth of a population of unicellular organisms in response to starvation	orf19.971;orf19.829;orf19.3080;orf19.7359;orf19.2886;orf19.6953;orf19.1822;orf19.1396;orf19.5148;orf19.4448;orf19.2277;orf19.6494;orf19.1973;orf19.206;orf19.2272;orf19.7523;orf19.4318;orf19.1621;orf19.5343;orf19.7672;orf19.5200;orf19.5181;orf19.2693;orf19.5031;orf19.4890;orf19.6760;orf19.2315;orf19.7136;orf19.806;orf19.5871;orf19.5110;orf19.5530;orf19.469;orf19.4242;orf19.4433;orf19.3366;orf19.5843;orf19.2606;orf19.1936;orf19.610	40
4639	GO:1900436 positive regulation of filamentous growth of a population of unicellular organisms in response to starvation	orf19.971;orf19.829;orf19.3080;orf19.7359;orf19.2886;orf19.6953;orf19.1822;orf19.1396;orf19.5148;orf19.4448;orf19.2277;orf19.6494;orf19.1973;orf19.206;orf19.2272;orf19.7523;orf19.4318;orf19.1621;orf19.5343;orf19.7672;orf19.5200;orf19.5181;orf19.2693;orf19.5031;orf19.4890;orf19.6760;orf19.2315;orf19.7136;orf19.5871;orf19.5110;orf19.5530;orf19.469;orf19.4242;orf19.4433;orf19.3366;orf19.5843;orf19.2606;orf19.1936;orf19.610	39
4640	GO:1900437 regulation of filamentous growth of a population of unicellular organisms in response to chemical stimulus	orf19.7247;orf19.829;orf19.5148;orf19.1093;orf19.1187;orf19.7516;orf19.1944;orf19.921;orf19.1760;orf19.6913;orf19.3937;orf19.5200;orf19.6124;orf19.6760;orf19.6936;orf19.4961;orf19.3328;orf19.4892;orf19.2119;orf19.610	20
4642	GO:1900439 positive regulation of filamentous growth of a population of unicellular organisms in response to chemical stimulus	orf19.7247;orf19.5148;orf19.1093;orf19.1187;orf19.7516;orf19.1944;orf19.921;orf19.1760;orf19.6913;orf19.5200;orf19.6124;orf19.6760;orf19.6936;orf19.4961;orf19.2119;orf19.610	16
4643	GO:1900440 regulation of filamentous growth of a population of unicellular organisms in response to neutral pH	orf19.1526;orf19.1822;orf19.1187;orf19.1973;orf19.505;orf19.6028;orf19.1621;orf19.5343;orf19.5200;orf19.5657;orf19.5031;orf19.3014;orf19.4909;orf19.3207;orf19.6309;orf19.1358;orf19.4403;orf19.5843;orf19.610	19
4645	GO:1900442 positive regulation of filamentous growth of a population of unicellular organisms in response to neutral pH	orf19.1526;orf19.1822;orf19.1187;orf19.505;orf19.6028;orf19.1621;orf19.5343;orf19.5200;orf19.5657;orf19.5031;orf19.3014;orf19.4909;orf19.3207;orf19.6309;orf19.1358;orf19.4403;orf19.5843;orf19.610	18
4646	GO:1900443 regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus	orf19.971;orf19.2646;orf19.5672;orf19.3256;orf19.5908;orf19.5548;orf19.7359;orf19.2886;orf19.6506;orf19.1526;orf19.5381;orf19.1822;orf19.4698;orf19.1035;orf19.723;orf19.5251;orf19.5148;orf19.6781;orf19.1093;orf19.3823;orf19.1718;orf19.3986;orf19.2808;orf19.2823;orf19.2280;orf19.5133;orf19.6182;orf19.1187;orf19.4448;orf19.1426;orf19.2277;orf19.6494;orf19.1973;orf19.5537;orf19.2272;orf19.6028;orf19.1760;orf19.6985;orf19.896;orf19.6044;orf19.1621;orf19.5343;orf19.5181;orf19.4998;orf19.5657;orf19.3188;orf19.7561;orf19.3174;orf19.5031;orf19.4346;orf19.1685;orf19.4866;orf19.6124;orf19.4890;orf19.5097;orf19.390;orf19.6760;orf19.3127;orf19.6888;orf19.2315;orf19.2443;orf19.7136;orf19.7583;orf19.1255;orf19.3308;orf19.3969;orf19.7436;orf19.6203;orf19.3345;orf19.6871;orf19.895;orf19.7381;orf19.4242;orf19.7610;orf19.3014;orf19.4433;orf19.3840;orf19.2180;orf19.3207;orf19.1133;orf19.431;orf19.7374;orf19.6563;orf19.5843;orf19.2119;orf19.2606;orf19.610	87
4648	GO:1900445 positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus	orf19.971;orf19.5672;orf19.3256;orf19.5908;orf19.5548;orf19.7359;orf19.2886;orf19.6506;orf19.1526;orf19.5381;orf19.1822;orf19.4698;orf19.1035;orf19.723;orf19.5251;orf19.5148;orf19.1093;orf19.3823;orf19.2823;orf19.2280;orf19.5133;orf19.6182;orf19.1187;orf19.4448;orf19.1426;orf19.2277;orf19.6494;orf19.1973;orf19.5537;orf19.2272;orf19.6028;orf19.1760;orf19.6985;orf19.896;orf19.6044;orf19.1621;orf19.5343;orf19.5181;orf19.4998;orf19.5657;orf19.3188;orf19.7561;orf19.3174;orf19.5031;orf19.4346;orf19.1685;orf19.4866;orf19.6124;orf19.4890;orf19.390;orf19.6760;orf19.2315;orf19.7136;orf19.1255;orf19.3969;orf19.7436;orf19.6203;orf19.3345;orf19.6871;orf19.4242;orf19.7610;orf19.3014;orf19.4433;orf19.3840;orf19.2180;orf19.3207;orf19.1133;orf19.7374;orf19.6563;orf19.5843;orf19.2119;orf19.2606;orf19.610	73
4649	GO:1900461 positive regulation of pseudohyphal growth by positive regulation of transcription from RNA polymerase II promoter	orf19.5908;orf19.6010;orf19.1187;orf19.5343;orf19.7068;orf19.5917;orf19.5657;orf19.6645;orf19.4884;orf19.7025;orf19.5871;orf19.469;orf19.2215;orf19.4433;orf19.610	15
4655	GO:1900542 regulation of purine nucleotide metabolic process	orf19.5338;orf19.2045;orf19.3986;orf19.3809;orf19.4941;orf19.4000;orf19.5200;orf19.387;orf19.2308	9
4656	GO:1900544 positive regulation of purine nucleotide metabolic process	orf19.5338;orf19.3809;orf19.4941;orf19.4000;orf19.5200	5
4663	GO:1900741 regulation of filamentous growth of a population of unicellular organisms in response to pH	orf19.1526;orf19.1822;orf19.1187;orf19.1973;orf19.505;orf19.6028;orf19.1621;orf19.5343;orf19.5200;orf19.5657;orf19.5031;orf19.3523;orf19.3014;orf19.4909;orf19.3207;orf19.6309;orf19.1358;orf19.4403;orf19.5843;orf19.2119;orf19.2606;orf19.610	22
4665	GO:1900743 positive regulation of filamentous growth of a population of unicellular organisms in response to pH	orf19.1526;orf19.1822;orf19.1187;orf19.505;orf19.6028;orf19.1621;orf19.5343;orf19.5200;orf19.5657;orf19.5031;orf19.3014;orf19.4909;orf19.3207;orf19.6309;orf19.1358;orf19.4403;orf19.5843;orf19.2119;orf19.2606;orf19.610	20
4678	GO:1900864 mitochondrial RNA modification	orf19.4160;orf19.1305;orf19.7081;orf19.7245;orf19.2042;orf19.5050	6
4688	GO:1901071 glucosamine-containing compound metabolic process	orf19.1671;orf19.2444;orf19.1618;orf19.7359;orf19.5188;orf19.2706;orf19.5013;orf19.6673;orf19.1112;orf19.1515;orf19.2154;orf19.807;orf19.7349;orf19.7298;orf19.2157;orf19.4457;orf19.5384;orf19.1066;orf19.7586;orf19.1382;orf19.3966;orf19.4937;orf19.3014;orf19.2156;orf19.5155	25
4689	GO:1901072 glucosamine-containing compound catabolic process	orf19.6673;orf19.1515;orf19.2154;orf19.807;orf19.2157;orf19.7586;orf19.2156	7
4690	GO:1901073 glucosamine-containing compound biosynthetic process	orf19.2444;orf19.1618;orf19.7359;orf19.5188;orf19.5013;orf19.1112;orf19.7349;orf19.7298;orf19.4457;orf19.5384;orf19.1382;orf19.4937;orf19.3014;orf19.5155	14
4695	GO:1901136 carbohydrate derivative catabolic process	orf19.5630;orf19.691;orf19.4235;orf19.1036;orf19.26;orf19.6673;orf19.1515;orf19.5565;orf19.2154;orf19.807;orf19.6739;orf19.4031;orf19.4229;orf19.2157;orf19.3123.2;orf19.7586;orf19.3322;orf19.7578;orf19.4393;orf19.2915;orf19.317;orf19.1888;orf19.2156;orf19.834;orf19.1756;orf19.7419;orf19.3911	27
4701	GO:1901264 carbohydrate derivative transport	orf19.932;orf19.897;orf19.2031;orf19.3663;orf19.804;orf19.930;orf19.945;orf19.1232;orf19.7207;orf19.6296;orf19.516;orf19.4174;orf19.6327;orf19.6031;orf19.6040;orf19.2343;orf19.212;orf19.3942;orf19.340;orf19.3782;orf19.4629;orf19.34;orf19.6803;orf19.2890;orf19.1382;orf19.795;orf19.1357;orf19.4118;orf19.1670;orf19.5392;orf19.7650;orf19.6570;orf19.3233;orf19.6480;orf19.6254;orf19.2117;orf19.1403;orf19.5244	38
4702	GO:1901292 nucleoside phosphate catabolic process	orf19.1108;orf19.4235;orf19.2426;orf19.5565;orf19.4229;orf19.5342;orf19.3922;orf19.3322;orf19.7394;orf19.4393;orf19.2915;orf19.7419	12
4703	GO:1901293 nucleoside phosphate biosynthetic process	orf19.1233;orf19.7176;orf19.3260;orf19.3870;orf19.7357;orf19.18;orf19.4827;orf19.6317;orf19.5294;orf19.1575;orf19.5142;orf19.3223;orf19.5148;orf19.5576;orf19.4836;orf19.1115;orf19.5231.2;orf19.5832;orf19.3757;orf19.5809;orf19.5021;orf19.4813;orf19.2785;orf19.5491.1;orf19.3097;orf19.5660.1;orf19.7243;orf19.2066.1;orf19.891;orf19.6684;orf19.511;orf19.7509.1;orf19.1743;orf19.3515;orf19.5906;orf19.2107.1;orf19.4611;orf19.5383;orf19.1680;orf19.1776;orf19.7393;orf19.6854;orf19.7378;orf19.5801;orf19.5054;orf19.4953;orf19.969;orf19.3549;orf19.5195;orf19.6561;orf19.5419;orf19.1716;orf19.1460;orf19.4311;orf19.492;orf19.7237;orf19.1868;orf19.1448;orf19.1977;orf19.5653;orf19.4723;orf19.6936;orf19.3941;orf19.2251;orf19.583;orf19.5789;orf19.5597.1;orf19.3221;orf19.3322;orf19.7484;orf19.2193;orf19.1137;orf19.7678;orf19.394;orf19.1064;orf19.317;orf19.1888;orf19.3391;orf19.5061;orf19.5779;orf19.6800;orf19.6634;orf19.7499;orf19.3579;orf19.4005;orf19.5443;orf19.4373	87
4714	GO:1901361 organic cyclic compound catabolic process	orf19.5731;orf19.4206;orf19.4010;orf19.967;orf19.3593;orf19.4045;orf19.1108;orf19.4168;orf19.6562;orf19.2046;orf19.639;orf19.5630;orf19.145;orf19.3431;orf19.4519;orf19.5277;orf19.1704;orf19.4078;orf19.1378;orf19.5567;orf19.5381;orf19.1084;orf19.7029;orf19.4235;orf19.2340;orf19.313;orf19.2404;orf19.6230;orf19.2065;orf19.7076;orf19.1180;orf19.864;orf19.5454;orf19.3986;orf19.81;orf19.2012;orf19.4894;orf19.4681;orf19.4582;orf19.7034;orf19.6373;orf19.275;orf19.5734;orf19.1304;orf19.2541;orf19.5068;orf19.6901;orf19.5440;orf19.5550;orf19.2426;orf19.6197;orf19.5227;orf19.5107;orf19.3792;orf19.58;orf19.794;orf19.5039;orf19.4962;orf19.1525;orf19.6259;orf19.1847;orf19.5229;orf19.5564;orf19.297;orf19.6425;orf19.3052;orf19.6133;orf19.5565;orf19.5182;orf19.1932;orf19.327;orf19.3624;orf19.5067;orf19.3960;orf19.4988;orf19.1795;orf19.2098;orf19.6739;orf19.5614;orf19.4567;orf19.7198;orf19.6073;orf19.4848;orf19.939;orf19.4031;orf19.3796;orf19.387;orf19.547;orf19.360;orf19.4229;orf19.3123.2;orf19.3304;orf19.3506;orf19.4080;orf19.168;orf19.5563;orf19.2440;orf19.2639.1;orf19.4969;orf19.7657;orf19.5342;orf19.2973;orf19.7144;orf19.429;orf19.2419;orf19.3012;orf19.2465;orf19.5334;orf19.3347;orf19.5101;orf19.3922;orf19.2251;orf19.583;orf19.1802;orf19.7290;orf19.1411;orf19.3197;orf19.171;orf19.5730;orf19.4764;orf19.5833;orf19.1439;orf19.7626;orf19.2114;orf19.3322;orf19.7394;orf19.5530;orf19.2309;orf19.581;orf19.3926;orf19.1026;orf19.1237;orf19.1421;orf19.423;orf19.4393;orf19.2915;orf19.394;orf19.1029;orf19.1335;orf19.317;orf19.3978;orf19.889;orf19.1888;orf19.4222;orf19.4262;orf19.1309;orf19.5651;orf19.4243;orf19.4844;orf19.7368;orf19.6075;orf19.7419;orf19.2434;orf19.7059;orf19.2877;orf19.3910;orf19.5764;orf19.5552;orf19.3633;orf19.3911	160
4717	GO:1901376 organic heteropentacyclic compound metabolic process	orf19.4015;orf19.1623;orf19.2886;orf19.670;orf19.799;orf19.6109;orf19.4222	7
4719	GO:1901378 organic heteropentacyclic compound biosynthetic process	orf19.4015;orf19.1623;orf19.2886;orf19.670;orf19.799;orf19.6109;orf19.4222	7
4720	GO:1901407 regulation of phosphorylation of RNA polymerase II C-terminal domain	orf19.2983;orf19.7047;orf19.1041;orf19.4681;orf19.7067;orf19.4542;orf19.5196;orf19.3613;orf19.895	9
4722	GO:1901409 positive regulation of phosphorylation of RNA polymerase II C-terminal domain	orf19.2983;orf19.7047;orf19.1041;orf19.7067;orf19.4542;orf19.3613;orf19.895	7
4729	GO:1901522 positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	orf19.971;orf19.7417;orf19.517;orf19.1623;orf19.7359;orf19.2770.1;orf19.1499;orf19.2752;orf19.7398.1;orf19.4436;orf19.4752;orf19.5034;orf19.1069;orf19.895;orf19.1751;orf19.2432	16
4730	GO:1901524 regulation of mitophagy	orf19.7281;orf19.5459;orf19.7067;orf19.3705;orf19.3613	5
4739	GO:1901605 alpha-amino acid metabolic process	orf19.7152;orf19.1342;orf19.3934;orf19.6287;orf19.3029;orf19.2618;orf19.4630;orf19.4788;orf19.797;orf19.7600;orf19.2028;orf19.5610;orf19.1575;orf19.6305;orf19.288;orf19.6500;orf19.5142;orf19.3770;orf19.7404;orf19.5650;orf19.5519;orf19.6402;orf19.345;orf19.7638;orf19.1789.1;orf19.5809;orf19.1495;orf19.1170;orf19.1559;orf19.4536;orf19.4306;orf19.6938;orf19.638;orf19.4716;orf19.7611;orf19.3626;orf19.802;orf19.1235;orf19.2364;orf19.6066;orf19.2947;orf19.5926;orf19.2351;orf19.3099;orf19.6032;orf19.6257;orf19.6304;orf19.386;orf19.1078;orf19.2970;orf19.56;orf19.1847;orf19.297;orf19.3515;orf19.234;orf19.5811;orf19.1033;orf19.5484;orf19.2748;orf19.657;orf19.7297;orf19.646;orf19.7080;orf19.2546;orf19.2551;orf19.6086;orf19.2876;orf19.4718;orf19.6096;orf19.7498;orf19.2098;orf19.539;orf19.2092;orf19.5645;orf19.6127;orf19.198;orf19.2951;orf19.944;orf19.5054;orf19.7314;orf19.346;orf19.5750;orf19.99;orf19.6779;orf19.7448;orf19.5641;orf19.5006;orf19.6323;orf19.5263;orf19.772;orf19.7469;orf19.5211;orf19.6220.3;orf19.6689;orf19.2008;orf19.5243;orf19.3106;orf19.4233;orf19.1159;orf19.5838;orf19.583;orf19.5862;orf19.986;orf19.3974;orf19.3221;orf19.1153;orf19.3846;orf19.923;orf19.2360;orf19.7593;orf19.4274;orf19.1237;orf19.394;orf19.1613;orf19.385;orf19.2525;orf19.279;orf19.5480;orf19.2306;orf19.5443;orf19.5113;orf19.2877;orf19.4605;orf19.2192;orf19.5321;orf19.3911;orf19.4506;orf19.1375	128
4740	GO:1901606 alpha-amino acid catabolic process	orf19.3934;orf19.3029;orf19.4630;orf19.7600;orf19.6305;orf19.7404;orf19.5519;orf19.345;orf19.638;orf19.2364;orf19.1847;orf19.297;orf19.2748;orf19.2098;orf19.539;orf19.6127;orf19.7314;orf19.346;orf19.5750;orf19.5641;orf19.5006;orf19.583;orf19.986;orf19.3974;orf19.1153;orf19.2360;orf19.7593;orf19.4274;orf19.1237;orf19.394;orf19.385;orf19.279;orf19.5480;orf19.5113;orf19.2877;orf19.2192;orf19.3911	37
4741	GO:1901607 alpha-amino acid biosynthetic process	orf19.7152;orf19.1342;orf19.6287;orf19.2618;orf19.4630;orf19.4788;orf19.797;orf19.2028;orf19.5610;orf19.1575;orf19.6305;orf19.288;orf19.6500;orf19.5142;orf19.3770;orf19.5650;orf19.6402;orf19.7638;orf19.1789.1;orf19.1495;orf19.1170;orf19.1559;orf19.4536;orf19.4306;orf19.6938;orf19.4716;orf19.7611;orf19.3626;orf19.1235;orf19.2947;orf19.5926;orf19.3099;orf19.6257;orf19.6304;orf19.386;orf19.1078;orf19.2970;orf19.56;orf19.234;orf19.5811;orf19.5484;orf19.646;orf19.7080;orf19.2546;orf19.2551;orf19.6086;orf19.2876;orf19.4718;orf19.6096;orf19.7498;orf19.2098;orf19.2092;orf19.5645;orf19.6127;orf19.198;orf19.2951;orf19.346;orf19.5750;orf19.99;orf19.6779;orf19.7448;orf19.5263;orf19.772;orf19.7469;orf19.5211;orf19.6220.3;orf19.6689;orf19.2008;orf19.5243;orf19.3106;orf19.4233;orf19.1159;orf19.5838;orf19.986;orf19.3974;orf19.3221;orf19.3846;orf19.923;orf19.4274;orf19.1237;orf19.1613;orf19.2525;orf19.5480;orf19.2306;orf19.4605;orf19.5321;orf19.4506;orf19.1375	88
4743	GO:1901616 organic hydroxy compound catabolic process	orf19.6745;orf19.6322;orf19.4894;orf19.4985;orf19.3894;orf19.1850;orf19.6755;orf19.4567;orf19.99;orf19.4229;orf19.1685;orf19.6043;orf19.300;orf19.3727;orf19.889;orf19.105;orf19.5113	17
4748	GO:1901657 glycosyl compound metabolic process	orf19.1233;orf19.5630;orf19.3303;orf19.1575;orf19.2555;orf19.2408;orf19.6569;orf19.3355;orf19.7369;orf19.6938;orf19.386;orf19.511;orf19.4611;orf19.5591;orf19.6739;orf19.4031;orf19.4195.1;orf19.3123.2;orf19.1716;orf19.1448;orf19.2193;orf19.317;orf19.1888;orf19.7419;orf19.3470;orf19.3911	26
4749	GO:1901658 glycosyl compound catabolic process	orf19.5630;orf19.6739;orf19.4031;orf19.3123.2;orf19.317;orf19.1888;orf19.7419;orf19.3911	8
4750	GO:1901659 glycosyl compound biosynthetic process	orf19.3303;orf19.2555;orf19.2408;orf19.3355;orf19.7369;orf19.5591;orf19.6739;orf19.1716;orf19.3470	9
4751	GO:1901661 quinone metabolic process	orf19.7092;orf19.6602;orf19.3577;orf19.1623;orf19.3331;orf19.670;orf19.3400;orf19.6066;orf19.3521;orf19.6662;orf19.7643;orf19.3008;orf19.3058;orf19.5730;orf19.1940;orf19.7478;orf19.336	17
4752	GO:1901663 quinone biosynthetic process	orf19.7092;orf19.6602;orf19.3577;orf19.1623;orf19.3331;orf19.3400;orf19.6066;orf19.3521;orf19.6662;orf19.7643;orf19.3008;orf19.3058;orf19.5730;orf19.1940;orf19.7478;orf19.336	16
4754	GO:1901678 iron coordination entity transport	orf19.2198;orf19.930;orf19.2501;orf19.2179;orf19.6814;orf19.3117;orf19.1813;orf19.1930	8
4757	GO:1901698 response to nitrogen compound	orf19.5175;orf19.3592;orf19.3447;orf19.1085;orf19.1359;orf19.1053;orf19.7175;orf19.145;orf19.3288;orf19.418;orf19.316;orf19.3438;orf19.3135;orf19.719;orf19.6022;orf19.2340;orf19.5368;orf19.6176;orf19.3707;orf19.2549;orf19.6668;orf19.814;orf19.1392;orf19.1036;orf19.3552;orf19.7605;orf19.26;orf19.5930;orf19.4627;orf19.1494;orf19.1298;orf19.7347;orf19.6665;orf19.4102;orf19.7672;orf19.1191;orf19.2269;orf19.6812;orf19.4535;orf19.5300;orf19.2901;orf19.6246;orf19.6422;orf19.482;orf19.5040;orf19.4953;orf19.5345;orf19.3142;orf19.6440;orf19.5171;orf19.518;orf19.4191.1;orf19.7195;orf19.5833;orf19.5965;orf19.506;orf19.7329;orf19.1723;orf19.7578;orf19.3366;orf19.2695;orf19.834;orf19.2013;orf19.7258;orf19.2434;orf19.4808	66
4758	GO:1901699 cellular response to nitrogen compound	orf19.418;orf19.6022;orf19.3707;orf19.3142;orf19.6440;orf19.518	6
4759	GO:1901700 response to oxygen-containing compound	orf19.971;orf19.7417;orf19.3256;orf19.6099;orf19.4722;orf19.1623;orf19.418;orf19.1822;orf19.399;orf19.968;orf19.5219;orf19.1035;orf19.2972;orf19.1576;orf19.5148;orf19.6926;orf19.7094;orf19.3944;orf19.7611;orf19.2229;orf19.814;orf19.2538;orf19.1036;orf19.7516;orf19.26;orf19.6640;orf19.1944;orf19.794;orf19.6121;orf19.2394;orf19.7523;orf19.2473;orf19.1760;orf19.2062;orf19.6913;orf19.2146;orf19.896;orf19.6109;orf19.6447;orf19.1621;orf19.6214;orf19.7150;orf19.5962;orf19.4535;orf19.5181;orf19.6229;orf19.6073;orf19.6422;orf19.2060;orf19.3669;orf19.5031;orf19.3142;orf19.2157;orf19.6102;orf19.4754;orf19.6440;orf19.3845;orf19.7001;orf19.518;orf19.5059;orf19.2315;orf19.4147;orf19.173;orf19.5742;orf19.2175;orf19.5117;orf19.7578;orf19.584;orf19.1721;orf19.779;orf19.238;orf19.834;orf19.1358;orf19.7479;orf19.2119;orf19.610	76
